Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product, Price_per_Unit ,Units_Sold, Total_Sales , Operating_Profit ,Sales_Method
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Mens Apparel,65,7500,487500,170625,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Womens Apparel,70,9250,647500,323750,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Mens Street Footwear,65,11500,747500,336375,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Mens Athletic Footwear,60,9000,540000,189000,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Womens Street Footwear,55,8250,453750,113438,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Womens Athletic Footwear,55,7750,426250,127875,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Mens Apparel,65,8000,520000,182000,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Womens Apparel,70,9750,682500,341250,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Mens Street Footwear,65,11250,731250,329063,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Mens Athletic Footwear,60,9000,540000,189000,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Womens Street Footwear,55,8250,453750,113438,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Womens Athletic Footwear,45,7750,348750,104625,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Mens Apparel,55,7500,412500,144375,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Womens Apparel,60,9250,555000,277500,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Mens Street Footwear,55,10250,563750,253688,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Mens Athletic Footwear,50,8250,412500,144375,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Womens Street Footwear,40,7250,290000,72500,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Womens Athletic Footwear,40,7000,280000,84000,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Mens Apparel,50,7000,350000,122500,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Womens Apparel,55,8000,440000,220000,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Mens Street Footwear,55,9750,536250,241313,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Mens Athletic Footwear,45,8000,360000,126000,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Womens Street Footwear,45,6750,303750,75938,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Womens Athletic Footwear,45,6500,292500,87750,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Mens Apparel,55,6500,357500,125125,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Womens Apparel,60,7750,465000,232500,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Mens Street Footwear,55,9250,508750,228938,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Mens Athletic Footwear,45,7500,337500,118125,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Womens Street Footwear,45,6950,312750,78188,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Womens Athletic Footwear,55,7500,412500,123750,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Mens Apparel,70,7250,507500,177625,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Womens Apparel,75,8250,618750,309375,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Mens Street Footwear,70,10750,752500,338625,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Mens Athletic Footwear,60,8750,525000,183750,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Womens Street Footwear,60,8250,495000,123750,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Womens Athletic Footwear,60,7750,465000,139500,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Mens Apparel,70,7750,542500,189875,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Womens Apparel,75,8750,656250,328125,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Mens Street Footwear,35,9250,323750,129500,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Mens Athletic Footwear,35,7250,253750,88813,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Womens Street Footwear,25,7250,181250,72500,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Womens Athletic Footwear,30,5750,172500,69000,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Mens Apparel,45,6250,281250,98438,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Womens Apparel,35,7250,253750,126875,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Mens Street Footwear,35,9750,341250,136500,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Mens Athletic Footwear,35,6250,218750,76563,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Womens Street Footwear,25,6750,168750,67500,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,30,5250,157500,63000,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Mens Apparel,45,6000,270000,94500,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Womens Apparel,30,7000,210000,105000,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Mens Street Footwear,30,9200,276000,110400,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,30,6000,180000,63000,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Womens Street Footwear,20,6250,125000,50000,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,25,4750,118750,47500,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Mens Apparel,40,5250,210000,73500,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Womens Apparel,30,6250,187500,93750,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Mens Street Footwear,30,8750,262500,105000,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,30,5750,172500,60375,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Womens Street Footwear,20,5750,115000,46000,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,25,5000,125000,50000,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Mens Apparel,45,5250,236250,82688,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Womens Apparel,35,6750,236250,118125,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Mens Street Footwear,45,9450,425250,170100,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,45,6500,292500,102375,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Womens Street Footwear,40,6250,250000,100000,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,40,5750,230000,92000,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Mens Apparel,50,6000,300000,105000,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Womens Apparel,55,7000,385000,192500,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Mens Street Footwear,50,9500,475000,190000,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,45,7000,315000,110250,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Womens Street Footwear,50,6750,337500,135000,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,50,6500,325000,130000,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Mens Apparel,65,6500,422500,147875,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Womens Apparel,70,8250,577500,288750,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Mens Street Footwear,65,10500,682500,273000,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,60,8000,480000,168000,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Womens Street Footwear,55,7250,398750,159500,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,55,6750,371250,148500,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Mens Apparel,65,7000,455000,159250,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Womens Apparel,70,8750,612500,306250,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Mens Street Footwear,65,10250,666250,266500,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,60,8000,480000,168000,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Womens Street Footwear,55,7250,398750,159500,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,45,6750,303750,121500,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Mens Apparel,55,6500,357500,125125,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Womens Apparel,60,8250,495000,247500,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Mens Street Footwear,55,9250,508750,203500,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,50,7250,362500,126875,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Womens Street Footwear,30,6250,187500,75000,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,30,6000,180000,72000,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Mens Apparel,40,6000,240000,84000,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Womens Apparel,45,7000,315000,157500,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Mens Street Footwear,45,8750,393750,157500,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,35,7000,245000,85750,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Womens Street Footwear,35,5750,201250,80500,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,35,5500,192500,77000,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Mens Apparel,45,5500,247500,86625,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Womens Apparel,50,6750,337500,168750,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Mens Street Footwear,45,8250,371250,148500,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,35,6500,227500,79625,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Womens Street Footwear,40,5950,238000,95200,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,60,6500,390000,156000,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Mens Apparel,75,6250,468750,164063,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Womens Apparel,75,7250,543750,271875,Online
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Mens Street Footwear,70,9750,682500,273000,Online
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,60,7750,465000,162750,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Womens Street Footwear,60,7250,435000,174000,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,60,6750,405000,162000,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Mens Apparel,70,6750,472500,165375,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Womens Apparel,75,7750,581250,290625,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Mens Street Footwear,35,5750,271250,108500,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,35,5750,201250,70438,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Womens Street Footwear,25,4250,143750,57500,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Womens Athletic Footwear,30,4750,127500,51000,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Mens Apparel,45,5750,213750,74813,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Womens Apparel,35,194,201250,100625,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Mens Street Footwear,35,8250,288750,115500,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Mens Athletic Footwear,35,4750,166250,58188,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Womens Street Footwear,25,5250,131250,52500,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Womens Athletic Footwear,30,3750,112500,45000,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Mens Apparel,45,4500,202500,70875,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Womens Apparel,30,5500,165000,82500,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Mens Street Footwear,30,7700,231000,92400,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Mens Athletic Footwear,30,4500,135000,47250,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Womens Street Footwear,20,4750,95000,38000,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Womens Athletic Footwear,25,3250,81250,32500,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Mens Apparel,40,3750,150000,52500,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Womens Apparel,30,4750,142500,71250,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Mens Street Footwear,30,7250,217500,87000,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Mens Athletic Footwear,30,4250,127500,44625,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Womens Street Footwear,20,4250,85000,34000,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Womens Athletic Footwear,25,3500,87500,35000,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Mens Apparel,45,3750,168750,59063,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Womens Apparel,35,5250,183750,91875,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Mens Street Footwear,45,7950,357750,143100,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Mens Athletic Footwear,45,5000,225000,78750,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Womens Street Footwear,40,4750,190000,76000,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Womens Athletic Footwear,40,4250,170000,68000,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Mens Apparel,50,4500,225000,78750,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Womens Apparel,55,5500,302500,151250,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Mens Street Footwear,50,8000,400000,160000,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Mens Athletic Footwear,45,5500,247500,86625,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Womens Street Footwear,50,5250,262500,105000,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Womens Athletic Footwear,50,5000,250000,100000,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Mens Apparel,65,5000,325000,113750,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Womens Apparel,70,6750,472500,236250,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Mens Street Footwear,65,9000,585000,234000,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Mens Athletic Footwear,60,6500,390000,136500,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Womens Street Footwear,55,5750,316250,126500,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Womens Athletic Footwear,55,5250,288750,115500,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Mens Apparel,65,5500,357500,125125,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Womens Apparel,70,7250,507500,253750,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Mens Street Footwear,65,8750,568750,227500,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Mens Athletic Footwear,60,6500,390000,136500,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Womens Street Footwear,55,5750,316250,126500,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Womens Athletic Footwear,45,5250,236250,94500,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Mens Apparel,55,5000,275000,96250,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Womens Apparel,60,6750,405000,202500,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Mens Street Footwear,55,7750,426250,170500,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Mens Athletic Footwear,50,5750,287500,100625,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Womens Street Footwear,25,4750,118750,47500,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Womens Athletic Footwear,25,4500,112500,45000,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Mens Apparel,35,4500,157500,55125,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Womens Apparel,40,5500,220000,110000,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Mens Street Footwear,40,7250,290000,116000,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Mens Athletic Footwear,30,5500,165000,57750,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Womens Street Footwear,30,4250,127500,51000,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Womens Athletic Footwear,30,4000,120000,48000,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Mens Apparel,40,4000,160000,56000,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Womens Apparel,40,5250,210000,105000,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Mens Street Footwear,35,6750,236250,94500,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Mens Athletic Footwear,25,5000,125000,43750,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Womens Street Footwear,35,4450,155750,62300,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Womens Athletic Footwear,65,5000,325000,130000,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Mens Apparel,80,4750,380000,133000,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Womens Apparel,80,5750,460000,230000,Online
Amazon,1185732,2021-12-09,Midwest,Ohio,Columbus,Mens Street Footwear,75,8250,618750,247500,Online
Amazon,1185732,2021-12-09,Midwest,Ohio,Columbus,Mens Athletic Footwear,65,6250,406250,142188,Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Womens Street Footwear,65,5750,373750,149500,Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Womens Athletic Footwear,65,5250,341250,136500,Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Mens Apparel,75,5250,393750,137813,Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Womens Apparel,80,6250,500000,250000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Mens Street Footwear,40,150,200000,80000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Mens Athletic Footwear,40,167,120000,42000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Womens Street Footwear,30,123,90000,36000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Womens Athletic Footwear,35,128,52500,21000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Mens Apparel,50,173,100000,35000,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Womens Apparel,40,5250,120000,48000,Online
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Mens Street Footwear,40,5500,220000,88000,Online
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Mens Athletic Footwear,40,2000,80000,28000,Online
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Womens Street Footwear,30,2500,75000,30000,Online
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Womens Athletic Footwear,35,1250,43750,17500,Online
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Mens Apparel,50,2000,100000,35000,Online
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Womens Apparel,40,3000,120000,48000,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Mens Street Footwear,45,5200,234000,93600,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,2250,101250,35438,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Womens Street Footwear,35,2500,87500,35000,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Womens Athletic Footwear,40,1000,40000,16000,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Mens Apparel,55,1500,82500,28875,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Womens Apparel,45,2500,112500,45000,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Mens Street Footwear,45,4750,213750,85500,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,1750,78750,27563,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Womens Street Footwear,40,1750,70000,28000,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Womens Athletic Footwear,45,1000,45000,18000,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Mens Apparel,50,1250,62500,21875,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Womens Apparel,40,2500,100000,40000,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Mens Street Footwear,50,5200,260000,104000,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,2250,101250,35438,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Womens Street Footwear,40,2000,80000,32000,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Womens Athletic Footwear,40,1250,50000,20000,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Mens Apparel,50,1500,75000,26250,Online
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Womens Apparel,55,2750,151250,60500,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Mens Street Footwear,40,5250,210000,84000,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Mens Athletic Footwear,35,2750,96250,33688,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Womens Street Footwear,30,2250,67500,27000,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Womens Athletic Footwear,30,2000,60000,24000,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Mens Apparel,50,2000,100000,35000,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Womens Apparel,55,3750,206250,82500,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Mens Street Footwear,50,6000,300000,120000,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,3500,157500,55125,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Womens Street Footwear,40,2750,110000,44000,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Womens Athletic Footwear,40,2250,90000,36000,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Mens Apparel,50,2500,125000,43750,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Womens Apparel,55,4250,233750,93500,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Mens Street Footwear,50,5750,287500,115000,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,3500,157500,55125,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Womens Street Footwear,40,2750,110000,44000,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Womens Athletic Footwear,40,2500,100000,40000,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Mens Apparel,50,2250,112500,39375,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Womens Apparel,55,4000,220000,88000,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Mens Street Footwear,50,5250,262500,105000,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,3250,146250,51188,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Womens Street Footwear,35,2250,78750,31500,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Womens Athletic Footwear,35,2000,70000,28000,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Mens Apparel,45,2000,90000,31500,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Womens Apparel,50,2750,137500,55000,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Mens Street Footwear,55,4500,247500,99000,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Mens Athletic Footwear,45,2750,123750,43313,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Womens Street Footwear,45,1750,78750,31500,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Womens Athletic Footwear,45,1500,67500,27000,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Mens Apparel,55,1500,82500,28875,Online
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Womens Apparel,55,2750,151250,60500,Online
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Mens Street Footwear,50,4250,212500,85000,Online
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Mens Athletic Footwear,40,2750,110000,38500,Online
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Womens Street Footwear,45,2200,99000,39600,Online
